Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
LiveSurfaceAtm,OptSurface,112,years,Float,,time to expiration (in years),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,115,rate,Float,,interest rate,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,118,sdiv,Float,,stock dividend (borrow rate),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,121,ddiv,Float,,present value of discrete dividend stream,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,124,exType,Byte,,exercise type of the options used to compute this surface,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,127,modelType,Byte,,option pricing model used for price calcs,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,130,earnCnt,Float,,number of qualifying earnings events prior to expiration [can be fractional] (from StockEarningsCalendar),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,133,earnCntAdj,Float,,number of qualifying earnings events prior to expiration [adjusted] (from StockEarningsCalendar + LiveSurfaceTerm),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,136,axisVolRT,Float,,axis volatility x sqrt(years) (used to compute xAxis) [usually 4m atm vol],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,139,axisFUPrc,Float,,axis FwdUPrc (fwd underlying price used to compute xAxis),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,142,moneynessType,Enum,"None,PctStd,LogStd,NormStd",moneyness (xAxis) convention,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,145,underlierMode,Enum,"None,Actual,FrontMonth,UPrcAdj",underlier pricing mode (None=use spot/stock market; FrontMonth=use front month future market * uPrcRatio; Actual = use actual underlier future market),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,148,priceQuoteType,Enum,"None,Price,Vol",Price or Vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,151,atmVol,Float,,atm vol (xAxis = 0),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,154,atmCen,Float,,atm vol (xAxis = 0) (eMove/earnCntAdj censored),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,157,atmVolHist,Float,,historical realized volatility (includes eMoveHist x earnCntAdj adjustment).  Note that this is the default atmVol if no implied markets existed previous day.,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,160,atmCenHist,Float,,censored (earnings events removed) historical realized volatility.  Trailing periods is 2x forward time to expiration.  From HistoricalVolatility(windowType=hlCen).mv_nnn,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,163,minAtmVol,Float,,minimum estimated atm vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,166,maxAtmVol,Float,,maximum estimated atm vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,169,eMove,Float,,implied earnings move (from LiveSurfaceTerm),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,172,eMoveHist,Float,,historical earnings move (avg of trailing 8 moves). From StockEarningsCalendar.eMoveHist,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,175,atmMove,Float,,fixed strike atm move from prior period,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,178,atmCenMove,Float,,fixed strike atm (censored) move from prior period,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,181,atmPhi,Float,,surface phi @ xAxis = 0,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,184,atmVega,Float,,surface vega @ xAxis = 0,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,187,slope,Float,,volatility surface slope (dVol / dXAxis) @ ATM (xAxis=0),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,190,varSwapFV,Float,,variance swap fair value (estimated by numerical integration over OTM price surface),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,193,gridType,Enum,"None,Unused,SRCubic,SRCubic2,BSpline,BSpline2",gridType defines D11 - U12 xAxis points + spline type,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,196,minXAxis,Float,,minimum xAxis value; xAxis values to the left extrapolate horizontally,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,199,maxXAxis,Float,,maximum xAxis value; xAxis values to the right extrapolate horizontally,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,202,minCurvValue,Float,,minimum curvature (2nd derivative) of skew curve (can be negative if curve is not strictly convex),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,205,minCurvXAxis,Float,,xAxis of minimum curvature point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,208,maxCurvValue,Float,,maximum curvature (2nd derivative) of skew curve,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,211,maxCurvXAxis,Float,,xAxis of maximum curvature point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,214,skewMinX,Float,,xAxis = (effStrike / effAxisFUPrc - 1.0) / axisVolRT; effStrike = strike * strikeRatio; effAxisFUPrc = axisFUPrc * symbolRatio,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,217,skewMinY,Float,,skewMinX / skewMinY are the skew curve minimum point (usually a positive x value and a negative y value),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,220,skewD11,Float,,skew @ D11 point (volatility skew curve),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,223,skewD10,Float,,skew @ D10 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,226,skewD9,Float,,skew @ D9 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,229,skewD8,Float,,skew @ D8 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,232,skewD7,Float,,skew @ D7 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,235,skewD6,Float,,skew @ D6 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,238,skewD5,Float,,skew @ D5 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,241,skewD4,Float,,skew @ D4 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,244,skewD3,Float,,skew @ D3 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,247,skewD2,Float,,skew @ D2 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,250,skewD1,Float,,skew @ D1 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,253,skewC0,Float,,central value (@xAxis = 0) [usually zero],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,256,skewU1,Float,,skew @ U1 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,259,skewU2,Float,,skew @ U2 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,262,skewU3,Float,,skew @ U3 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,265,skewU4,Float,,skew @ U4 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,268,skewU5,Float,,skew @ U5 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,271,skewU6,Float,,skew @ U6 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,274,skewU7,Float,,skew @ U7 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,277,skewU8,Float,,skew @ U8 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,280,skewU9,Float,,skew @ U9 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,283,skewU10,Float,,skew @ U10 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,286,skewU11,Float,,skew @ U11 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,289,sdivD3,Float,,sdiv @ D3 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,292,sdivD2,Float,,sdiv @ D2 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,295,sdivD1,Float,,sdiv @ D1 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,298,sdivU1,Float,,sdiv @ U1 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,301,sdivU2,Float,,sdiv @ U2 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,304,sdivU3,Float,,sdiv @ U3 point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,307,pwidth,Float,,minimum mkt premium width,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,310,vwidth,Float,,minimum mkt volatility width,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,313,cCnt,Byte,,num call strikes,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,316,pCnt,Byte,,num put strikes,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,319,cBidMiss,Byte,,number of call bid violations (surface outside the market),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,322,cAskMiss,Byte,,number of call ask violations (surface outside the market),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,325,pBidMiss,Byte,,number of put bid violations,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,328,pAskMiss,Byte,,number of put ask violations,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,331,fitAvgErr,Float,,surface fit R2 (mid-market values),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,334,fitAvgAbsErr,Float,,mean square error (mid-market values),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,337,fitMaxPrcErr,Float,,worst case surface premium violation,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,340,fitErrXX,Float,,okey_xx of the option with the largest fit error in this expiration,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,343,fitErrCP,Enum,"Call,Put,Pair",okey_cp of the option with the largest fit error in this expiration,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,346,fitErrDe,Float,,delta of fixErrXX,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,349,fitErrBid,Float,,bid of the option with the largest fit error,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,352,fitErrAsk,Float,,ask of the option with the largest fit error,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,355,fitErrPrc,Float,,surface prc of the option with the largest fit error,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,358,fitErrVol,Float,,surface vol of the option with the largest fit error,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,361,counter,Int,,message counter - number of surface fits today,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,364,skewCounter,Int,,skew surface fit counter,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,367,sdivCounter,Int,,sdiv surface fit counter,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,380,tradingSession,Enum,"None,RegularMkt,PreMkt,PostMkt,PostMktETF,NextDay,MktClosed,Rotation",trading session this surface is from,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,373,tradeableStatus,Enum,"None,OK,SurfaceErr,LowCCnt,LowPCnt,FitPrcErr,BidAskMiss,LowCounter,DefaultSkew,SessionMiss,BaseErr,SwitchDelay,WideMktV,WideMktP,WideUMkt,UWidthEma,CCntEma,PCntEma,VWidthEma,PWidthEma,Closed",indicates whether the surface is currently tradeable or not (all server surface integrity checks pass),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,376,surfaceResult,Enum,"None,OK,EOD,Init,Cache,PrevDay,NullExpIdx,NoStrikes,NoBaseCurve,BadBootAtm,NoGoodStrikes,BadAtmVol,Bootstrap,NoUPrc,NoIVols,NoModelPts,ZeroYears,NoSimpleVol,OptMktNotOpn,NoBaseSurface,UPrcOffCnt,SkewKnotCnt,Exception,AxisError,CAskFit1Err,CAskFit2Err,PAskFit1Err,PAskFit2Err,CBidFit1Err,CBidFit2Err,PBidFit1Err,PBidFit2Err,CobsSampleErr,NoPrcFit,NumStrikes,CMidFitErr,PMidFitErr,StrikeCount,VolKnotCnt,InterpError,NoAtmStrike,CobsConvexFitErr,CobsMidFitErr,ProxyError,NoOptExp,Expired,NoUnderlier,NoBaseUnderlier,InvalidUPrc,ZeroUPrc,WideUMkt,StalePrcFit,NoPrcCurves,PriceError,ConvergeFail,NoUPrcRatio,NoSDivValue",,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceAtm,OptSurface,379,timestamp,DateTime,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,10,ekey,ExpiryKey,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,11,surfaceType,Enum,"None,Live,PrevDay,Interp,Close,Test",,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,100,ticker,TickerKey,,underlying stock key that this option expiration attaches to,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,103,fkey,ExpiryKey,,underlying future key (if any),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,106,uPrcDriverKey,ExpiryKey,,underlier driver key,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,109,uPrcDriverType,Enum,"None,Stock,Future,Option,MLeg",underlier driver key type (stock or future),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,112,uPrcDriver,Double,,underlier driver (mid-market),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,115,uPrc,Double,,effective uPrc used for surface fitting,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,118,uBid,Double,,effective uBid,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,121,uAsk,Double,,effective uAsk,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,124,years,Float,,time to expiration (in years),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,127,rate,Float,,average interest rate to expiration (SR global rate curve),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,130,sdiv,Float,,stock dividend (borrow rate),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,133,ddiv,Float,,(expected) cumulative discrete dividend $ amounts prior to expiration,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,136,ddivPv,Float,,(expected) cumulative npv of discrete dividend $ amounts prior to expiration (SR global rate curve),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,139,ddivSource,Enum,"None,Announced,Forecast",Forecast if any of the dividends prior to expiry are forecast rather than announced,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,142,symbolRatio,Float,,underlier price ratio (usually 1.0 or a multi-hedge option price ratio; if one exists),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,145,exType,Enum,"None,American,European,Asian,Cliquet",exercise type (American or European),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,148,modelType,Enum,"None,LogNormalExact,NormalExact,LogNormalApprox,NormalApprox","option pricing model used for price calcs (Normal, LogNormal, etc.)","EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,151,priceType,Enum,"None,Equity,Future","Equity has independent sdiv and rate, Future has sdiv = rate","EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,154,earnCnt,Float,,number of qualifying earnings events prior to expiration [can be fractional] (from StockEarningsCalendar),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,157,earnCntAdj,Float,,number of qualifying earnings events prior to expiration [adjusted] (from StockEarningsCalendar + LiveSurfaceTerm),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,160,axisVolRT,Float,,axis volatility x sqrt(years) (used to compute xAxis) [usually 4m atm vol],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,163,axisFUPrc,Float,,axis FwdUPrc (fwd underlying price used to compute xAxis),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,164,synSpot,Double,,Synthetic spot price (market-derived spot when the underlying is not a traded instrument),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,165,synCarry,Double,,Synthetic carry rate; corresponds to the relationship between uPrc and synSpot (set when the underlying is not a traded instrument),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,166,atmStrike,Float,,synthetic strike with cPrice = pPrice,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,169,moneynessType,Enum,"None,PctStd,LogStd,NormStd",moneyness (xAxis) convention,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,172,underlierMode,Enum,"None,Actual,FrontMonth,UPrcAdj",underlier pricing mode (None=use spot/stock market; FrontMonth=use front month future market * uPrcRatio; Actual = use actual underlier future market),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,175,cpAdjType,Enum,"None,SDiv,UPrcRatio",adjustment used to align calls/puts (if any),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,178,priceQuoteType,Enum,"None,Price,Vol",Price or Vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,181,atmVol,Float,,atm vol (xAxis = 0),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,184,atmCen,Float,,atm vol (xAxis = 0) (eMove/earnCntAdj censored),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,187,atmVolHist,Float,,historical realized volatility (includes eMoveHist x earnCntAdj adjustment).  Note that this is the default atmVol if no implied markets existed previous day.,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,190,atmCenHist,Float,,censored (earnings events removed) historical realized volatility.  Trailing periods is 2x forward time to expiration.  From HistoricalVolatility(windowType=hlCen).mv_nnn,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,193,eMove,Float,,implied earnings move (from LiveSurfaceTerm),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,196,eMoveHist,Float,,historical earnings move (avg of trailing 8 moves). From StockEarningsCalendar.eMoveHist,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,199,uPrcRatio,Double,,uPrcAdj = uPrc * uPrcRatioFit,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,202,minAtmVol,Float,,minimum estimated atm vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,205,maxAtmVol,Float,,maximum estimated atm vol,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,208,minCPAdjVal,Double,,minimum cpAdjVal (sdiv or uPrcRatio),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,211,maxCPAdjVal,Double,,minimum cpAdjVal (sdiv or uPrcRatio),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,214,atmFixedMove,Float,,fixed strike atm move from prior period,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,217,atmPhi,Float,,surface phi @ xAxis = 0,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,220,atmRho,Float,,surface rho @ xAxis = 0,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,223,atmVega,Float,,surface vega @ xAxis = 0,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,226,slope,Float,,volatility surface slope (dVol / dXAxis) @ ATM (xAxis=0),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,229,varSwapFV,Float,,variance swap fair value (estimated by numerical integration over OTM price surface),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,232,gridType,Enum,"None,Unused,SRCubic,SRCubic2,BSpline,BSpline2",gridType defines skew curve coeff points + spline type,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,235,knotShift,Float,,constant that should be added to each base knot location [-3.0 - +3.0],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,238,fitPowerC,Float,,fit power of the vol fit (call wing),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,241,fitPowerP,Float,,fit power of the vol fit (put wing),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,244,minXAxis,Float,,minimum xAxis value; xAxis values to the left extrapolate horizontally,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,247,maxXAxis,Float,,maximum xAxis value; xAxis values to the right extrapolate horizontally,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,250,asymptoticVolC,Float,,asymptotic volatility (call wing),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,253,asymptoticVolP,Float,,asymptotic volatility (put wing),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,256,minCurvValue,Float,,minimum curvature (2nd derivative) of skew curve (can be negative if curve is not strictly convex),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,259,minCurvXAxis,Float,,xAxis of minimum curvature point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,262,maxCurvValue,Float,,maximum curvature (2nd derivative) of skew curve,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,265,maxCurvXAxis,Float,,xAxis of maximum curvature point,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,268,skewMinX,Float,,xAxis = (effStrike / effAxisFUPrc - 1.0) / axisVolRT; effStrike = strike * strikeRatio; effAxisFUPrc = axisFUPrc * symbolRatio,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,271,skewMinY,Float,,skewMinX / skewMinY are the skew curve minimum point (usually a positive x value and a negative y value),"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,274,surfaceFit,Enum,"None,Flat,Linear,Quadratic,ConvexSpline,SplitSpline,Interp,Recent,PCA,Median,Default",,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,277,skewC00,Float,,curve coeff[0],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,280,skewC01,Float,,curve coeff[1],"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,283,skewC02,Float,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,286,skewC03,Float,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,289,skewC04,Float,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,292,skewC05,Float,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
LiveSurfaceCurve,OptSurface,295,skewC06,Float,,,"EqtOptAnalyticsAPI,FutOptAnalyticsAPI"
